aid,view,danmaku,favorite,coin,share
38575801,136,1,0,2,0
38563766,12105,40,44,5,4
38573698,111,0,2,1,0
38573507,182,0,1,2,1
38514432,279,1,2,6,0
38151964,72,0,0,2,0
38574310,35,0,1,1,0
38573006,85,0,0,2,0
37455626,692,0,5,2,0
38478639,1015,1,5,2,2
38570943,97,0,3,3,1
38360039,345,2,8,5,0
38549579,253,0,0,3,0
38252104,3631,2,105,7,12
38571668,787,0,5,1,1
38570240,1766,11,19,18,4
38570650,359,0,1,3,0
38571676,172332,160,315,402,302
38571545,5443,0,12,2,2
38569579,431,2,6,1,1
38569478,3281,5,6,3,0
38570003,17004,68,64,294,27
38566583,15811,164,88,474,16
38568678,24,0,0,1,0
38568584,14,0,0,2,1
38526237,100036,76,150,209,12
38511870,30474,112,144,360,58
38567971,8601,1,25,40,2
38565990,229,0,2,1,1
38566295,3892,8,25,67,10
38566449,1463,4,29,25,3
38565114,148,0,6,10,1
38563695,13775,118,103,8,2
38564549,5001,0,4,1,1
38540888,13921,17,54,14,6
38564210,203,1,2,2,2
38519062,12755,52,38,30,12
38546117,1370,14,11,3,0
38524527,35556,260,144,195,17
38466944,78,1,1,2,1
38560340,158,0,2,4,3
38557887,413,0,2,1,0
38555761,393,0,5,1,0
38557777,6142,53,32,161,4
38556477,5717,15,8,2,0
38553329,14,0,0,1,0
38555818,753,1,18,8,1
38555453,14179,39,41,19,4
38556265,6923,15,62,44,7
38551768,84,0,2,1,0
38550928,80,2,1,8,1
38519591,45718,169,975,227,334
38550767,304,0,0,4,0
38554637,2682,4,4,4,0
38550665,1219,1,7,5,2
38554757,1188,2,6,2,3
38554569,11468,4,39,23,6
38553715,15414,2,218,43,45
38550179,33,0,2,4,2
38438554,1236,1,3,3,0
38551397,3,0,0,2,0
38547795,17,0,0,2,0
38546810,77,2,9,2,0
38546734,5634,48,151,56,1
38551282,2793,3,4,11,1
38545958,48,0,3,1,0
38066872,21,0,1,1,0
38550333,17822,20,34,33,7
38546617,44,0,0,2,0
38543951,31,0,4,1,0
38546569,32073,275,59,24,13
38544622,24,0,1,6,0
38544013,10430,1,20,16,20
38544885,176,0,4,1,1
38543182,29685,54,183,106,95
38542174,42363,148,135,126,17
38542667,35,0,0,2,0
38544278,153120,23,375,55,47
38529296,22,0,0,1,0
38541769,80,0,1,1,0
38524704,147,1,0,1,0
38541201,1711,15,23,8,1
38541251,237,0,2,5,1
38541208,33,1,1,2,0
38536654,52172,512,158,155,24
38540629,14,0,0,2,1
38535811,52,0,0,1,0
38539062,117,7,3,8,5
38538823,160,5,8,23,5
38515385,933,1,1,1,0
38537445,187,0,1,4,0
38538697,57,0,1,2,0
38537737,8,0,1,2,0
38536194,3430,38,36,12,5
38536407,2048,2,110,36,1
38536402,14,0,0,2,0
38514321,323,0,1,8,1
38536583,205,0,0,6,1
38535888,28,0,0,2,0
38535325,95,1,2,2,0
38534555,11373,22,27,105,2
38534290,34823,153,454,708,145
38513346,3975,29,36,8,6
38478323,841,0,1,1,0
38516215,71602,458,156,436,14
38512524,1099,0,22,13,0
38499555,6,0,2,4,0
38532404,2405,6,236,18,16
38532629,4611,4,11,33,3
38531912,3371,4,6,2,0
38532144,15958,80,56,113,15
38532348,165,2,6,7,3
38532518,96,0,0,1,0
38531688,240,0,5,2,1
38530677,6591,7,10,25,0
38529873,1083,7,7,8,3
38530266,41,0,1,1,0
38530472,720,3,6,11,0
38530146,547,0,8,2,0
38528877,2143,5,7,4,2
38528705,20974,153,181,603,34
38511570,105940,288,185,157,56
38508715,39723,107,142,171,24
38251138,1661,1,35,6,4
38552435,3641,28,28,115,4
38639717,6083,25,8,17,2
38640943,349,4,3,6,2
38640475,139,0,0,2,1
38640526,293,0,1,4,1
38640548,101,0,1,2,1
38639637,7,0,0,1,0
38639130,9,0,0,2,0
38638319,4584,18,17,74,10
38638035,253,0,7,2,0
38637789,303,0,4,1,0
38527488,59,0,1,2,0
38527459,1542,1,3,2,1
38518727,14976,52,63,55,29
38317325,997,0,23,1,1
38526405,19,0,0,1,0
38526556,85,1,3,10,0
38525530,294,0,2,7,0
38525702,618,1,9,2,0
38525365,861,10,5,7,0
38525181,145,2,1,11,1
38524653,1676,0,31,21,2
38524852,43,2,3,6,0
38524314,7348,9,8,12,2
38524570,6306,50,38,24,19
38524008,21893,249,88,149,20
38523312,7029,76,28,31,1
38523094,6138,5,6,18,3
38523511,1026,2,1,3,1
38636639,4434,23,12,5,2
38636075,915,6,7,13,2
38635026,29,0,0,1,0
38629224,5548,13,72,216,8
38634485,475,7,24,9,10
38634112,155,0,3,2,1
38633485,22,1,3,3,0
38630135,7688,20,18,10,6
38626373,13,0,1,1,0
38625795,3137,9,3,4,1
38630244,175,0,2,3,0
38624801,1081,11,3,4,0
38623428,77,0,3,1,0
38621369,412,4,1,32,0
38625099,4860,0,3,5,4
38621091,57,0,2,1,0
38620547,237,2,9,5,1
38619494,4067,24,48,158,6
38440044,701,0,0,1,0
38622171,2195,3,3,4,0
38621036,13619,18,13,10,1
38617075,110,0,1,4,0
38621037,5415,4,28,4,2
38616726,29,1,0,2,1
38614770,2296,4,9,2,0
38616768,199,0,8,1,0
38615967,45655,221,476,1384,111
38611918,345,0,7,26,2
38611089,20415,7,87,56,42
38390381,945,7,4,9,0
38610355,25518,96,126,115,21
38608923,14481,9,37,12,8
38606250,2284,11,18,36,20
38609463,12657,53,139,67,8
38609035,39,0,0,4,0
38609289,213,9,12,13,2
38610373,126,0,1,1,0
38609660,44,0,0,1,0
38604275,48,0,3,1,0
38606419,45,0,0,1,0
38602955,8338,12,20,87,5
38600074,28756,41,451,79,70
38604369,20,0,3,1,0
38605430,30,0,0,1,0
38599666,80988,257,402,725,91
38605373,118,1,7,7,2
38602934,32,0,0,1,0
38603938,236,0,0,2,0
38598715,7478,1,10,6,10
38597629,273,2,5,9,0
38601019,134,0,2,4,0
38593868,3805,6,8,42,4
38599948,10443,13,22,6,12
38598625,4069,26,53,116,6
38598352,372,0,8,1,0
38599771,12,0,1,1,0
38597534,6183,21,37,11,3
38598784,10,0,1,1,0
38596712,1367,10,16,5,0
38597352,1219,4,3,10,0
38253564,1404,0,36,9,5
37873496,186,1,6,4,2
38598542,5324,1,8,13,1
38599458,19,0,0,2,0
38595324,41128,18,130,16,26
38596476,1247,2,3,2,1
38595335,22,0,1,1,0
38596629,97,2,3,6,0
38595060,6053,2,6,6,3
38596965,61912,260,159,289,70
38594541,404,0,5,12,0
38597005,189,7,1,4,0
38594308,2904,43,24,2,0
38506680,67,0,1,2,2
38592934,4981,1,5,2,0
38593072,879,1,0,3,0
37756553,1317,1,3,2,0
38594783,3321,3,5,23,1
38595206,4593,20,14,21,8
38581328,159,1,7,5,1
38563882,13833,79,71,6,5
38591580,2510,2,9,7,0
38547959,8183,40,49,141,7
38591441,265,1,1,2,1
38588304,195760,647,981,2505,208
38545964,366,0,13,4,0
38545437,103,0,7,4,0
38590227,2309,4,4,3,1
38590387,17660,58,33,50,5
38590209,664,0,2,4,1
38588871,132,0,4,2,0
38586625,1705,17,18,60,4
38589303,9260,16,18,38,7
38587214,370,2,3,12,0
38587528,5580,7,49,8,2
38638397,48,1,6,5,0
38615103,51,1,4,10,3
38635782,14,0,0,4,0
38623429,225,10,19,36,3
38630873,37,0,1,6,1
38616005,54,0,0,3,0
38610878,74,0,2,11,1
38592931,299,6,11,13,1
38591085,212,2,3,12,0
38553850,6864,73,152,148,8
38579421,993,10,24,48,6
38580595,160,0,2,6,1
38577931,172,2,3,4,0
38555671,6742,68,179,449,26
38548713,4707,48,141,187,15
38561206,1481,27,40,99,11
38548542,450,11,19,27,3
38547114,166,5,7,14,0
38538842,93,1,3,2,0
38538546,88,0,4,3,1
38509233,289362,461,1259,2070,128
38528386,1314,12,23,29,14
38526949,308,9,2,11,1
38507652,205755,262,1874,3188,192
38521453,8215,44,231,742,59
38512580,231,3,3,10,4
38479154,3819,36,109,102,12
38509091,293,8,9,32,0
38503800,84,2,6,3,1
38442779,296089,1205,11904,24525,1461
38442231,266683,696,5253,12068,972
38498574,15517,61,509,681,103
38478820,214,0,4,14,2
38497304,33294,292,2026,5657,353
38433467,32812,356,1707,3986,152
38485790,85,0,1,3,1
38458915,299,1,9,28,3
38437971,5162,41,152,292,15
38398838,75,0,1,4,1
38444164,295172,921,4153,6617,987
38395659,1082,11,57,78,7
38410832,3765,52,145,276,18
38419140,195,0,3,11,7
38403524,273,3,5,5,0
38402191,57,0,0,2,2
37046008,1306,35,74,144,4
37032463,555233,2615,22516,29460,11648
37051572,1143,10,65,42,42
37035315,989,10,7,14,1
37031791,421,5,14,21,7
37027640,570,4,5,10,8
37023686,548,2,1,6,1
37018998,4605,69,123,216,12
37004522,8496,124,93,198,18
37017361,2708,10,15,40,9
36997041,50639,358,2548,4452,642
36964014,14728,126,373,422,38
37013835,2867,57,53,107,13
36971318,11932,169,532,624,78
37006233,127,0,3,14,3
36999840,68,0,5,2,0
36996597,4978,33,74,49,15
36980547,357282,4047,6687,6507,3097
36980378,20650,165,387,400,174
36958392,567556,2597,28494,47494,14433
36975458,4148,38,157,451,32
36973262,627,0,0,1,1
36960935,588,0,10,21,3
36946815,19768,218,1177,969,278
36835811,153210,1324,9189,14424,851
36895274,77642,584,3004,4882,326
36933894,297315,748,7238,7815,1517
36930527,5317,60,98,139,14
36930816,116,0,2,6,1
36930687,1796,11,30,92,11
36907111,46587,664,2786,4298,465
36918981,42613,114,435,524,144
36911145,193,1,6,16,7
36904626,1436,25,98,210,28
36895558,30924,131,441,1169,153
36890650,46431,596,2266,4466,400
36890894,266,2,6,22,2
36884452,10028,75,129,219,21
36876475,3085,34,44,30,18
36875445,363615,2723,16871,36356,3226
36845733,63544,265,2342,4140,729
36845608,3412,17,65,108,15
36845455,9586,80,286,544,149
36837174,290,0,3,2,0
36821820,2215,18,46,39,5
36785653,7065,99,236,378,43
36813447,196,2,4,6,1
36801052,46814,469,2104,3229,370
36780777,331,7,9,24,11
36791339,36011,338,1343,1454,733
36781963,1033850,3016,35233,55075,10497
36755053,220,1,7,11,1
36770414,222,1,4,1,0
36764185,466,3,13,33,6
36762320,1394,5,45,51,10
36757383,61,3,2,5,2
36764628,229,1,4,6,0
36757753,9394,32,84,72,14
36752548,24373,422,2300,2872,183
36745713,29176,403,893,1386,121
36748830,1590,15,36,22,6
36747827,220,2,10,8,2
36746097,73,0,1,2,0
36715845,25889,200,553,688,62
36737029,4579,109,195,252,33
36736261,33613,310,893,506,183
36732407,5223,29,61,187,11
36732640,25916,200,1081,951,67
36730171,182,0,9,8,1
36724104,24573,149,1023,853,370
36724345,16608,185,870,836,143
36718244,8455,68,87,85,15
36721796,3412,7,6,16,7
36715961,815,42,23,39,12
36712603,1968,27,83,236,29
36711209,164,2,6,18,9
36668427,8813,87,122,224,21
36708161,28,0,1,2,1
36706824,371,4,6,10,8
36707469,184,6,4,13,3
36670846,4822,61,69,32,15
36697022,13957,76,138,83,23
36696228,14050,221,472,657,78
36695176,448,3,15,56,2
36700444,851463,3127,43231,98336,10504
36694611,1347,6,10,6,8
36694237,1824,11,34,60,6
36692589,518,9,17,18,7
36687794,214,3,3,11,2
36689989,383,3,15,57,3
36680911,17968,125,349,581,69
36679205,3806,49,167,134,44
36676023,3224,70,144,236,17
36663251,447,4,14,12,8
36662753,126,5,6,10,0
36658369,13414,35,107,156,60
36658571,12337,117,555,443,83
36625447,421911,3253,26996,48681,5184
36572276,269924,1711,20212,45114,1053
36611664,173,0,10,17,0
36653641,589870,5442,29195,66523,5069
36651833,159,0,5,7,2
36651242,12343,177,266,205,75
36647243,21722,314,1291,1209,231
36602517,5157,41,159,207,26
36631121,11392,46,249,267,30
36594439,5950,35,30,29,14
36625288,186,3,6,8,1
36625393,17493,161,586,2063,73
36601810,111,4,5,3,1
36617414,8711,42,64,80,34
36572712,27371,299,918,564,102
36615298,11760,96,447,386,190
36612847,974,3,10,4,8
36610274,6523,50,165,80,30
36609249,249,3,9,13,5
36606798,61,0,0,2,2
36606726,30671,224,1305,3075,206
36603319,2096,29,57,76,7
36601470,300,0,8,7,3
36593784,12485,94,149,286,31
36592942,504,10,5,17,1
36537083,2192,17,37,47,8
36561788,165933,2229,13234,19459,2038
36582015,211,3,6,12,1
36584586,4527,25,72,36,19
36580923,2570,26,55,81,13
36524164,1873,6,24,44,5
36512989,10387,68,257,220,38
36577891,38635,326,1818,3591,581
36555419,5970,49,122,123,46
36517740,311958,1353,9684,13193,2021
36572759,9056,59,114,146,31
36569154,2831,24,65,77,14
36564637,309,1,3,6,0
36564952,5342,33,83,75,19
36564486,1007,8,29,38,11
36547977,5772,37,95,140,13
36519931,30810,292,1500,3331,487
36544400,3099,17,50,96,17
36533290,431,2,14,28,1
36537544,1455,6,54,37,16
36537322,2168,18,33,44,10
36519278,300,5,8,7,2
36518722,169,1,0,2,2
36517521,39302,238,638,182,130
36446407,162960,1122,6778,14518,955
36511874,265,6,22,64,3
36476242,21337,124,568,541,54
36479229,3316,5,15,15,1
36466326,27324,66,279,209,103
36450935,90070,701,4335,6127,326
36397935,653817,1974,19602,27441,3395
36445340,1496,14,60,39,3
36435572,15417,171,932,1398,96
36415971,2506,11,48,54,5
36325489,327767,1295,10582,11564,2455
36416406,8972,56,216,101,20
36419239,19961,1080,281,228,65
36413093,1184,144,11,41,4
36406961,276,1,2,6,1
36399985,445130,2456,15495,22532,7057
36397737,10138,35,82,303,16
36394933,170928,864,7319,9761,564
36385872,2489,29,58,101,11
36391615,17813,175,283,403,75
36384499,1405,16,89,128,17
36378616,38419,160,966,622,211
36376948,936,7,20,32,6
36338294,72870,538,2270,3994,206
36353969,196,0,29,1,1
36348599,85,0,3,2,0
36337173,140,0,3,6,0
36324640,3724,35,92,144,7
36179241,89,12,0,3,0
36320612,1152,11,23,35,6
36317102,16174,251,625,1900,644
36279062,6947,99,135,309,70
36280289,2121,10,65,80,15
36284010,3406,37,76,113,7
36221310,46,0,7,4,0
36259081,9755,60,99,271,40
36257763,488,6,21,34,2
36256802,253,3,4,9,0
36256712,859,9,8,11,0
36254302,304,0,11,12,6
36251135,20613,167,1007,1118,103
36250979,4040,34,43,60,11
36249553,35,0,0,2,0
36248124,252440,1542,11335,18603,1125
36246035,1484,18,22,43,5
36244708,1289,8,26,25,1
36225307,236,5,4,2,0
36194946,319,1,4,9,1
36235777,16361,79,290,188,38
36231210,502,6,12,30,3
36234104,1582,16,47,89,14
36230909,5675,136,420,463,89
36229135,143,3,3,10,3
36228270,5226,100,102,121,35
36228413,1119,51,118,172,10
36221318,213,1,2,8,0
36221107,266,1,4,12,1
36219017,33561,381,1022,1711,268
36214826,3484,51,134,122,26
36203861,256696,2254,18699,31912,2901
36132455,1475,8,26,19,7
36209603,3057,25,56,21,6
36209414,135,1,4,5,1
36205091,619,7,14,24,0
36208932,2826,14,108,56,12
36205386,174,4,7,6,0
36204912,208,5,10,18,3
36202300,169,5,5,5,1
36199626,118,0,6,14,1
36183473,128033,578,2182,1288,549
36198327,1700,28,32,45,14
36201387,142,2,7,12,3
36183557,4160,90,172,187,32
36192952,144,3,3,3,0
36203798,4416,94,224,492,55
36182204,12794,77,469,806,102
36158900,44856,316,1300,1621,224
36181159,1143,5,17,30,11
36183679,1823,11,30,62,1
36183199,379,5,14,14,1
36179377,3235,41,95,133,12
36173023,8998,69,188,141,17
36172300,177,15,6,20,2
36116614,772926,2916,25150,64812,12543
36165149,384,1,4,8,1
36169294,94952,668,4185,8981,432
36159412,148,2,5,17,5
36164875,26786,258,1484,2650,185
36137210,969,23,76,110,11
36158659,31342,202,1132,830,234
36157817,27620,60,304,1310,105
36156858,8117,78,204,145,23
36150830,591,11,29,66,9
36153665,1002,8,11,17,4
36154920,23044,144,310,209,63
36152282,1853,12,58,124,15
36147584,9191,127,707,521,63
36146617,4896,34,90,26,12
36142725,738,3,7,16,3
36140989,80827,407,2351,1356,327
36140025,98,1,3,8,0
36140366,307,3,5,9,1
36134987,1306,7,13,8,4
36121325,6462,110,169,242,24
36131921,24800,258,1329,1494,151
36114620,136842,375,3350,3248,683
36126802,100096,271,1950,1744,421
36126457,2607,14,42,57,15
36094711,13676,212,301,315,73
36124852,9900,63,276,118,44
36124134,275,9,12,24,1
36105425,9353,45,102,173,17
36112675,7772,161,193,256,34
36107076,2534,15,58,40,9
36105646,4679,52,130,93,24
36097333,814,13,35,104,4
36082193,117,3,3,4,1
36090088,79,0,0,2,0
35960613,981,21,33,22,8
36061256,6681,81,225,316,28
36054671,1101,6,17,6,2
36019071,154477,348,9172,22529,4510
36038947,4187,34,161,156,15
36073536,28341,319,1330,1802,285
36068840,18487,210,1258,1353,279
36028993,95,0,2,4,0
36067180,1546,11,49,32,10
36059111,69580,770,3877,7994,437
36033346,661298,4120,28695,51675,6468
36027826,1460,6,13,33,5
36026550,165,1,2,2,0
36012885,1088,9,30,69,9
36011097,80,1,2,2,0
36015920,10936,53,149,553,56
36020348,185,1,3,12,0
36016763,2612,10,39,14,1
36018443,225354,1179,10990,24129,6060
35986056,193371,953,10399,16868,2125
36013573,25396,93,211,335,51
35995780,180378,1111,10670,16650,722
35990236,10813,119,374,593,43
36003954,267,3,11,18,5
35964060,140452,403,2972,2605,633
35966199,107,4,2,2,0
35947210,8722,81,526,1196,87
35984584,55518,24,365,240,76
35985120,1735,40,56,111,19
35967947,22797,199,987,962,264
35958037,223550,916,5464,8680,2321
35940610,40381,375,563,540,116
35954832,20374,137,258,169,43
35941052,137,3,4,4,1
35951424,22941,78,134,96,32
35940198,127,0,2,3,3
35939221,11294,53,80,90,14
35914182,1050,9,13,27,4
35917845,156449,406,2764,3309,589
35928247,18094,188,508,848,109
35926445,1495,5,13,70,5
35925475,15701,70,182,85,67
35924800,1205,13,20,19,17
35924451,447,3,9,10,1
35916641,91,2,2,16,2
35910457,533,9,15,29,2
35889369,35743,290,1347,979,213
35856524,443,0,17,17,15
35886765,2208,21,76,83,15
35885717,224,6,11,20,5
35877147,19288,119,231,350,51
35862687,2636,32,49,114,22
35871979,100,0,2,8,2
35867959,1136,4,10,21,12
35862333,149527,807,3570,9833,1082
35812163,48669,248,943,2874,421
35858751,1258,3,13,17,4
35835674,1385,11,15,17,14
35829003,13809,84,352,299,35
35813985,1768,8,33,32,8
35829944,6448,108,280,495,32
35794561,2521,22,68,130,23
35748324,2761,14,56,105,8
35809587,139,2,6,21,3
35796868,351906,668,8203,9210,1862
35800031,93,0,5,4,0
35799092,1483,8,22,28,8
35787512,109,0,3,4,0
35768608,2709,8,17,8,3
35775210,85,1,3,2,0
35779018,124,29,6,11,5
35777518,2753,23,17,19,6
35772003,675,3,4,26,1
35767192,1411,22,65,108,7
35766719,8879,160,550,523,105
35764194,91778,821,1613,5076,225
35761588,2637,21,77,113,12
35750041,205,43,4,6,3
35754639,2935,20,67,101,16
35734456,353846,1126,12507,23628,2010
35751016,215,3,4,13,3
35749757,1991,37,66,90,13
35746441,11298,184,396,600,85
35746792,938,10,31,38,2
35744930,113,1,2,4,0
35741447,47231,626,2596,3337,517
35741347,167986,443,2081,5280,640
35736895,336,1,5,7,1
35710782,690,12,40,84,15
35723886,5100,38,98,200,6
34698498,1789,19,36,86,9
35574949,5111,73,155,330,32
35732736,430,16,25,29,16
35709560,202066,1716,10010,17313,1384
35725663,4493,59,58,112,6
35712834,130953,2925,11154,10428,1897
35705249,1763,22,11,20,8
35709061,80,1,0,8,1
35644133,20046,140,450,814,45
35701751,23475,60,364,381,35
35697888,307,2,9,14,3
35691742,239,3,5,8,1
35269114,4269,98,137,142,35
35668330,9423,174,305,454,63
35623739,36970,341,1630,2690,171
35678470,7857,74,192,248,35
35675960,86,2,2,4,0
35675243,217,5,0,4,2
35674423,24715,269,160,345,50
35669047,23269,178,550,740,93
35654668,277,7,9,17,1
35665336,1194,21,43,58,11
35657743,2140,55,106,256,27
35656831,31,0,2,1,1
35513402,88335,361,1627,2540,711
35642040,1807,38,78,89,9
35651336,1703,22,25,45,3
35650319,10587,57,48,51,12
35648258,116,0,3,2,0
35628463,587,6,8,36,5
35623087,193184,293,6028,9204,1266
35607970,133442,1054,3778,4408,490
35618772,271,1,2,2,0
35574230,203200,384,6492,8554,2015
35609452,24470,229,700,1215,156
35595091,916,20,21,32,7
35561745,7458,67,166,182,28
35609582,91288,277,2740,3940,518
35608155,11583,134,395,369,137
35599254,758,18,53,134,5
35596571,119,1,3,8,0
35588128,1109,3,18,38,2
35579797,1266,65,48,102,6
35572697,1101,5,10,33,5
35570081,14692,431,278,333,52
35553401,7258,600,320,162,64
35542651,1816,25,47,138,17
35550473,109261,294,1655,2121,206
35536243,13968,98,299,300,23
35501043,667,8,7,17,2
35544436,148,0,3,9,2
35545496,321655,1192,12037,13688,1759
35510177,11254,76,281,439,32
35544997,1617,6,28,36,6
35535058,878,6,11,6,2
35532017,120,0,0,2,0
35530850,124,1,2,6,3
35517371,1150,10,20,24,17
35524373,975,1,16,20,7
35518626,67589,317,988,1123,144
35515388,9246,156,247,474,20
35520289,2022,14,31,25,3
35515891,5523,92,200,127,4
35494869,8216,48,85,204,12
35491467,37634,209,896,3021,255
35493638,289,1,5,14,0
35454531,38749,287,1197,2824,225
35464184,157684,772,9088,15286,936
35482791,254,0,12,8,3
35471733,192,0,2,3,0
35467033,4816,23,56,66,8
35452816,12850,100,336,443,24
35447289,560,0,7,11,0
35436425,71400,395,2420,2496,216
35458408,4416,24,29,71,5
35458760,199,1,5,10,4
35456111,218,1,5,11,2
35438936,52672,256,1365,1119,190
35439101,595,3,33,55,7
35414984,21509,190,581,1196,65
35425948,1721,32,41,65,19
35392729,160933,968,7434,10976,1451
35420490,5873,48,140,136,18
35420683,118,3,5,14,0
35412636,362,0,3,9,0
35399601,785,16,25,28,2
35380072,16052,57,167,588,49
35375942,245,6,5,10,1
35369750,7872,46,55,41,19
35338924,166240,1231,8886,14784,777
35367792,67,2,3,2,0
35352903,47238,461,1789,2529,233
35365357,117,2,3,4,5
35360944,20037,171,318,254,58
35354673,25008,162,1297,1514,181
35352994,804,13,26,101,10
35350634,4120,58,237,255,26
35350361,11207,109,366,368,129
35324084,68,1,0,2,1
35345937,182130,1330,8188,18091,1640
35331598,238730,747,5883,8199,734
35338725,37680,195,477,260,96
35337661,33873,489,2587,7684,408
35336410,72,0,0,7,2
35334203,100,0,10,3,0
35330076,676,4,75,7,9
35324322,99727,1767,6231,6337,922
35315342,191,4,7,30,1
35310929,5641,43,45,40,22
35309213,363987,2008,16054,25575,4194
35310265,107,0,3,4,3
35305817,191,0,2,4,0
35300019,24001,268,954,942,158
35275518,487705,3358,23203,36993,3328
35293647,82,0,4,4,0
35290555,97620,968,4985,9251,779
38394138,1920,17,36,28,17
38392332,783,7,16,13,3
38387232,3825,16,63,135,13
38380088,17784,227,953,1446,199
38223498,45517,561,3996,6771,396
38372081,1851,23,31,18,2
38371587,424,1,7,10,1
38359239,73029,544,3874,6881,856
38364575,131,1,1,14,3
38344164,46583,540,1263,4710,366
38311881,358967,2880,24560,49146,2660
38306264,212904,1702,15094,30279,1434
38357181,4066,36,108,167,6
38326679,1742,25,196,214,33
38351877,3471,21,45,70,4
38342980,2937,15,96,95,13
38348237,5505,38,137,369,33
38327694,3176,20,36,54,8
38345991,82,1,2,6,0
38333075,252,3,9,15,1
38327938,124,1,1,1,1
38315309,101,1,4,8,1
38306405,297,3,13,17,1
38305619,5879,139,208,411,46
38303888,126291,868,7139,12067,1361
38298656,122,9,5,2,0
38251412,641342,2015,20622,28602,8960
38170062,76,0,5,20,2
38294382,1327,29,17,27,4
38296156,16998,102,330,389,77
38295477,1212,27,76,185,18
38280135,1349,19,28,30,8
38235255,37202,219,905,1246,121
38277536,565,4,4,11,3
38276543,204,9,8,15,2
38255891,168,0,2,6,12
38267036,182,8,4,4,5
38263481,83,1,3,2,1
38254263,47,0,3,2,0
38260700,7891,131,432,910,41
38251349,18519,123,756,917,103
38247936,477,3,14,21,6
38251646,182,2,2,11,2
38246450,2720,29,52,169,11
38238269,202,37,6,12,1
38233211,256,0,3,6,0
35230061,34703,180,655,1213,75
35291061,127,2,2,1,0
35287958,162,1,7,2,0
35277263,188283,402,11125,20455,7131
35287619,6506,33,161,174,27
35286146,545,21,28,64,12
35283790,7872,150,247,347,52
35258198,9067,50,126,243,9
35276257,17318,51,134,497,99
35271944,89,2,5,10,7
35240070,670,11,20,67,6
35246158,135,9,5,3,3
35238174,2735,22,69,59,16
35254024,1320,27,18,19,2
35261472,1269,26,55,65,7
35203454,203,10,3,3,1
35254478,190,13,6,20,3
35249065,1023,6,9,3,1
35239487,153,0,6,12,10
35239606,1508,8,14,4,5
35248787,47670,288,790,3059,180
35232710,304,0,3,10,1
35223243,43816,105,606,227,100
35206450,14363,85,102,173,16
35210359,173,2,2,2,2
35217058,5180,33,75,95,30
35215601,21802,68,471,197,86
35213614,32854,161,1600,2349,123
35201206,17438,103,226,163,46
