id,rank
8327,0.001338333
109564,0.001338033
1324413,0.001336318
149592,0.001331774
156160,0.001329502
2884629,0.001329432
196273,0.001328386
270819,0.001326321
364316,0.001324642
610729,0.001318748
16765,0.001318239
629,0.001313443
948,0.001312006
54711,0.001303823
375375,0.001297119
249118,0.001292245
778163,0.001291481
51766,0.001287141
116659,0.001278446
680417,0.001274247
11681,0.001268336
7329,0.00126688
100302,0.001261049
132704,0.001260514
312381,0.001257209
184968,0.001250732
737647,0.001248839
690883,0.001243684
183410,0.001236328
256157,0.001234919
159653,0.001233393
52522,0.001227458
78201,0.001226827
165918,0.001219122
35680,0.00121639
635904,0.001208173
298725,0.001193761
376194,0.00119323
163615,0.001190989
15810,0.001185755
256763,0.001183491
197098,0.001183043
298674,0.001179224
387984,0.001178702
210798,0.001173905
10600,0.00117375
739077,0.001160311
631917,0.001160026
89434,0.001157635
244069,0.001154395
1740548,0.001153172
217040,0.001152547
777964,0.001141485
111254,0.001136043
215210,0.001126523
461632,0.001125827
341368,0.001124963
18670,0.001121888
7417,0.001121338
3295,0.001120725
23417,0.001114366
779665,0.001111971
149016,0.001102065
378034,0.001101703
40217,0.001101075
213558,0.001098286
2188438,0.001097001
479426,0.001093298
89357,0.001092947
16758,0.001090993
15312,0.001089171
379803,0.001087455
107376,0.001083249
658969,0.001077953
88153,0.001074815
225768,0.00106727
56510,0.001067094
109,0.001067
704,0.001058883
65061,0.001057005
843,0.001056173
315834,0.001054402
7239,0.001041257
350235,0.001041134
36352,0.001041039
123372,0.001039424
68559,0.001026642
2250815,0.001018086
1114947,0.001017424
684169,0.001015967
947124,0.001014206
311888,0.001006332
2976992,0.001005726
326132,0.001002708
622863,0.001000118
351067,0.00099303
19177,0.000992406
351007,0.000992108
751477,0.000989427
206797,0.000987833
277529,0.000980907
29217,0.000974429
341076,0.000970999
96156,0.000962
829381,0.00096159
7349,0.000961007
402,0.000958941
107959,0.000957755
312001,0.000951837
627440,0.000948432
210752,0.000946382
64459,0.000939011
3670216,0.000938887
60911,0.000933814
145047,0.000932872
596996,0.000932499
732364,0.000923303
384762,0.000920427
348002,0.000916807
500818,0.000913479
18018,0.000908188
743186,0.000907791
446483,0.000906278
1978,0.000903662
265950,0.000899988
89294,0.000898496
369014,0.000886495
180022,0.000883249
384442,0.000882687
658904,0.000879837
34731,0.000879282
574438,0.000876437
195041,0.00086819
127623,0.000865196
513692,0.000864332
184994,0.000864158
602496,0.00086329
461960,0.000862426
2276820,0.000857071
52465,0.000855745
23791,0.000847421
680416,0.000847016
653318,0.000841931
104943,0.00083679
308359,0.00083609
320937,0.000834399
1381718,0.000831444
325692,0.000830202
320212,0.000829075
22450,0.000828318
35897,0.000826989
436256,0.000826119
646007,0.00082229
313392,0.000820776
122886,0.000816935
814234,0.000814079
919244,0.000804489
617269,0.000800525
386004,0.000799387
22207,0.000798605
294897,0.000792511
888465,0.000787288
58426,0.000785078
304285,0.000781718
197,0.000780827
190432,0.000777164
155616,0.000776759
2734646,0.000766396
375541,0.000765345
14355,0.000763113
263114,0.000762181
617709,0.000761382
928123,0.000759839
883967,0.000757492
395,0.000757248
3307964,0.000756529
25788,0.000755618
901072,0.000753535
207087,0.00075323
184753,0.000752309
244842,0.000749534
201881,0.000747728
140964,0.00074455
89633,0.000743019
591619,0.000737784
2970476,0.000736795
70432,0.000733508
1267341,0.000733375
7419,0.000726313
130677,0.000725835
264899,0.000725443
337006,0.000725292
294227,0.000722349
237992,0.000719277
526533,0.000717246
193441,0.000714906
164627,0.000705463
315975,0.000703166
48468,0.000700752
643576,0.000700651
240488,0.000700479
348489,0.000699399
515993,0.00069927
210291,0.000698576
118167,0.000698175
393310,0.000695364
292208,0.000693039
2543295,0.000690878
27961,0.000689899
2123683,0.00068862
927687,0.000687208
213741,0.00068484
426662,0.000684717
138142,0.000682024
681890,0.000681748
94803,0.000679233
1328141,0.000678835
405170,0.000677885
387197,0.000677201
327106,0.00067698
30160,0.000676117
2665020,0.000675406
47952,0.000675293
11931,0.000674077
700,0.000674019
246511,0.000672068
163791,0.000669676
410262,0.000669537
188758,0.000667294
172317,0.000667236
194942,0.000667137
3290819,0.000665444
180671,0.000664033
610770,0.000663058
115258,0.000662142
216025,0.000660293
269470,0.000657692
1328260,0.00065764
487708,0.000657037
95417,0.000653333
157056,0.000653028
452279,0.000650489
1320231,0.000648933
889552,0.000648219
16266,0.000648109
937645,0.000640254
429519,0.000638073
219925,0.000637297
1078,0.000635718
113524,0.000635527
439326,0.000633023
44413,0.000632981
592002,0.000630605
172356,0.000624259
21036,0.000621673
3589472,0.000620523
229893,0.000619938
60783,0.000619337
686500,0.000617133
290275,0.000616436
2100825,0.000613755
3506,0.000613307
488736,0.000612902
301631,0.000612419
1337291,0.000611213
8756,0.00061016
421190,0.000608512
228342,0.000605267
766770,0.000604204
314905,0.000602843
75236,0.000602125
501345,0.00060211
2740963,0.000601879
149317,0.000600602
240878,0.000598751
182805,0.000595865
893213,0.000594569
514411,0.000593856
284114,0.000593708
911668,0.000593391
12278,0.00059099
1383048,0.000590786
757102,0.000590697
130209,0.000586114
19461,0.000583148
274541,0.000579407
375242,0.00057902
138252,0.000577461
330217,0.000577374
247710,0.000577225
48928,0.000572915
521444,0.000571828
112664,0.000571767
131225,0.000571701
113711,0.000571139
157846,0.000570156
334793,0.000568838
510054,0.000568786
7825,0.000566871
7119,0.000565298
666987,0.00056482
1577804,0.000563579
140108,0.000563344
14821,0.000562099
884172,0.000560599
2268,0.000560558
220881,0.000560342
236920,0.000557763
333580,0.000553445
1978511,0.00055294
315974,0.000552356
12018,0.000551586
17707,0.000551547
1951038,0.000550815
49443,0.000549025
702948,0.000548509
445931,0.00054803
1270530,0.000547665
112359,0.000544978
208845,0.000543877
1949755,0.000543875
733461,0.000543159
925640,0.000539968
10570,0.000538993
893053,0.000538307
1322259,0.000538057
60058,0.000536746
678596,0.000535106
377098,0.000534609
273898,0.000533418
3404595,0.000533327
427432,0.00053241
685639,0.000529072
10255,0.00052739
328212,0.000526964
84670,0.000526172
236477,0.000524343
829424,0.00052167
223850,0.0005215
2230210,0.000521373
488611,0.000520573
3341,0.000519388
395829,0.000517038
323110,0.000515392
885813,0.000513701
1678535,0.000513075
259333,0.000512326
886671,0.000511918
461637,0.000510905
3401,0.000506149
132676,0.000505511
826317,0.000503229
14082,0.000502388
143422,0.000500004
899993,0.000499401
12994,0.000497811
131458,0.000497071
3065998,0.000496711
833133,0.000495411
40810,0.000494105
227787,0.000492625
663792,0.000491585
154413,0.000490795
1688405,0.000490099
27401,0.000489476
460795,0.000488517
354566,0.00048756
588129,0.000487485
1385986,0.00048329
109010,0.000481376
1541805,0.000480898
579538,0.000480542
692654,0.000477184
843775,0.000475384
20471,0.000474025
1299889,0.000473558
549222,0.000473022
284424,0.000472382
1648848,0.000472381
768041,0.000472242
409356,0.000472062
846914,0.00047197
42924,0.000470973
16756,0.000470088
3262462,0.000468634
97126,0.00046704
130814,0.000466973
11544,0.000466615
567042,0.00046564
397580,0.000465025
93503,0.000462943
578612,0.000462274
334721,0.000460718
686127,0.000458346
60594,0.000457764
703432,0.000456357
136001,0.000454728
681189,0.000454131
514606,0.000452556
2385744,0.00045204
342511,0.000451915
113437,0.000451867
1852217,0.000451756
640050,0.000451014
348318,0.000450693
103083,0.00045065
499621,0.000450267
7237,0.00044853
652315,0.000448343
135412,0.000447711
467809,0.000447547
567079,0.000446683
260987,0.000445978
359136,0.000445895
618147,0.000445573
510196,0.000442067
269753,0.000440843
149853,0.000440481
3004343,0.000440058
370561,0.00043776
622586,0.000437484
1470554,0.000437187
228147,0.000436645
753668,0.000435694
421721,0.000432997
317774,0.000432846
381932,0.000430639
72960,0.000430353
764629,0.000429797
281787,0.000428016
41012,0.000427284
215276,0.000425381
293214,0.000424891
116494,0.000424762
882467,0.000424576
34669,0.000424541
768741,0.000424186
634131,0.000424031
2691287,0.000423075
198017,0.000422468
61709,0.000422126
18271,0.000421972
445453,0.00042185
1842722,0.000420812
2374023,0.000420529
646415,0.000420414
66461,0.000419549
277434,0.000419544
183549,0.000418541
313861,0.000417951
67239,0.000417891
531525,0.000417242
396212,0.000416415
12610,0.000414106
61378,0.000413665
748728,0.000413189
387549,0.000412847
339899,0.000412732
1792297,0.000411465
111559,0.00041113
617929,0.000410811
3766866,0.000410598
569919,0.000410374
486931,0.000409953
236192,0.000408805
196098,0.000408544
884798,0.00040778
414581,0.000407391
639108,0.000406221
290209,0.000406172
427559,0.000405834
40606,0.000405409
2769587,0.000403768
2007314,0.000403313
364776,0.000402531
68774,0.00040162
23219,0.000401122
306805,0.000400768
15094,0.000398381
143328,0.000397617
14283,0.000396339
460693,0.000395879
680447,0.000395738
659965,0.000394339
103845,0.000392259
300795,0.000392072
137008,0.000391162
26815,0.000390982
278531,0.000389539
38563,0.000388804
1890082,0.000385806
3798234,0.000385133
1531935,0.000382384
1782572,0.000381064
1325593,0.000381043
13373,0.000380485
275085,0.000380173
536507,0.000378976
359011,0.000378876
1960826,0.000378827
136710,0.000378827
141489,0.000378258
351773,0.000378022
71106,0.000377273
633544,0.000377186
121964,0.000376864
166891,0.000376413
112979,0.000376074
595956,0.000375362
496855,0.000374917
185205,0.000374566
248102,0.000374437
2530625,0.00037343
3848573,0.000371489
452492,0.000371348
250890,0.000370631
827921,0.000370615
742159,0.000370588
1438981,0.000370155
375972,0.000369584
381060,0.000369503
94243,0.000368116
204541,0.000367799
602339,0.000367171
150718,0.000367062
180921,0.000366582
108377,0.000366576
743480,0.000366297
274557,0.000365196
198264,0.000364579
192829,0.000364221
101186,0.000364207
534608,0.000363413
168815,0.000363135
908383,0.000362581
389088,0.000362413
1746341,0.000362391
35851,0.00036148
644202,0.000361059
94955,0.000360361
303946,0.000360328
170701,0.000360255
404292,0.000360064
31894,0.000359908
26587,0.000359154
16988,0.000357947
392744,0.000357794
398711,0.000357649
271055,0.000357251
936301,0.000356613
752559,0.000356499
355075,0.000355192
383935,0.000354299
462835,0.000353741
61112,0.000353615
211043,0.000352106
21238,0.000351423
520116,0.000351274
741010,0.000351195
358422,0.000349276
226042,0.000348106
312907,0.000347942
558696,0.00034765
570395,0.000347635
530901,0.000347408
386358,0.000346661
193209,0.000345573
206783,0.000345418
188951,0.000345171
80699,0.000343899
2285420,0.000343445
688622,0.000342075
65830,0.000341707
4776,0.000341282
514497,0.000339901
121571,0.000339023
2228859,0.000338458
2148995,0.000338296
397435,0.000337917
1495294,0.000337642
533392,0.000337442
175631,0.000337428
320170,0.000337404
455841,0.000337394
908243,0.00033666
375235,0.000336611
183430,0.000336387
3045312,0.000336371
63052,0.000335891
167960,0.00033549
366314,0.000334757
5930,0.000334677
227534,0.00033425
305252,0.000334194
151892,0.00033405
607621,0.000333517
1605721,0.0003333
358606,0.000332659
338369,0.000332346
525024,0.000332002
78023,0.000331256
817187,0.000331137
266136,0.000329588
649979,0.000329522
697828,0.000327223
326725,0.00032674
2258085,0.000325631
2113809,0.000325381
703194,0.000324788
245050,0.000324724
434039,0.000324348
1431604,0.000323921
356004,0.000321948
437309,0.000321097
419139,0.000320916
2990645,0.000320517
161972,0.000320221
223902,0.00032006
1563476,0.00031898
163478,0.000318955
554064,0.00031815
70666,0.000318075
458203,0.00031802
65413,0.000317966
179754,0.000317739
391445,0.000317412
101758,0.000316899
440040,0.000316748
72603,0.000316077
296515,0.000315999
467751,0.000315351
216325,0.000314714
729769,0.000314402
2019740,0.000314338
7454,0.000313656
2638774,0.000313256
1386850,0.000313229
600646,0.000312621
2294811,0.000312477
146912,0.000312395
64845,0.000312268
196330,0.000311649
917545,0.000311368
218696,0.000311267
189376,0.000311238
318904,0.000310851
2233243,0.000310416
1748373,0.000309604
142774,0.000308581
265601,0.00030837
301499,0.000308285
57862,0.000308174
2162,0.00030782
280668,0.000307581
892074,0.000307528
1555738,0.000306383
3561052,0.000306382
3354223,0.000306382
575338,0.000306341
334299,0.00030625
614261,0.000305994
2824322,0.000305421
2765617,0.000304779
2901630,0.00030467
218084,0.000304439
201448,0.000304319
63240,0.000304113
915302,0.000303381
433715,0.000303328
221607,0.000302929
51111,0.000302676
636070,0.000302143
119978,0.000301652
368412,0.000301602
504706,0.000301602
217809,0.000301052
146339,0.000300586
489636,0.000300027
664631,0.000299775
627770,0.00029881
535637,0.00029881
168694,0.000298794
263656,0.000298682
1379249,0.000298125
118565,0.000297803
627533,0.000297499
598360,0.000297406
3092731,0.000297077
70650,0.000296063
446777,0.000295296
884766,0.000295275
565389,0.000295146
82882,0.000294904
452153,0.000294628
58480,0.000294593
845105,0.000294262
924334,0.000294115
359442,0.000293481
1776602,0.000293105
146436,0.000292954
2415390,0.000292772
2507883,0.000292226
2213671,0.000291985
210896,0.0002919
293995,0.000291657
188294,0.000290813
207893,0.000290466
242511,0.000289904
330676,0.000289514
2874364,0.000289358
450880,0.000289178
584133,0.000289165
644119,0.000289035
329456,0.000288769
3167303,0.000288572
875889,0.000287916
131621,0.000287323
1744406,0.00028719
186890,0.000287008
88590,0.000286985
2057137,0.000286926
1590791,0.000286792
56746,0.000286771
270836,0.000285923
506797,0.00028559
194417,0.000284444
91860,0.00028444
770609,0.000284115
440805,0.000283706
1316585,0.000283575
329409,0.000283496
933396,0.000283427
443458,0.000282745
600293,0.000282199
98934,0.000282106
157098,0.000281762
102402,0.000281674
895617,0.000280925
193470,0.000280492
528288,0.000279626
2519718,0.000279495
7222,0.000279374
76906,0.000279263
1327050,0.000279116
545084,0.000279021
532464,0.000278607
735979,0.000278401
277258,0.000278401
898248,0.000278366
266313,0.00027828
323856,0.000277774
645477,0.000277188
488118,0.000276618
382346,0.000275941
1681163,0.000275668
345522,0.000275601
131214,0.000275522
678257,0.000275431
331334,0.000274886
172169,0.000274379
138055,0.00027431
3417742,0.000274211
620955,0.000273956
3235406,0.000273865
2369724,0.000273865
643619,0.000273838
2826482,0.000273692
47347,0.000273582
194170,0.000273076
856372,0.000272911
748927,0.000272911
3476650,0.000272842
36817,0.00027251
1732133,0.000272505
123484,0.000272436
22781,0.000272016
294885,0.000271923
393776,0.000271923
1351816,0.000271923
5965,0.000271662
56433,0.000271516
2132918,0.000271375
1390087,0.000270976
275981,0.000270808
722871,0.000270749
66508,0.000269897
101030,0.000269005
28453,0.000269005
59982,0.000268265
333981,0.0002682
441640,0.0002682
159881,0.0002682
13266,0.0002682
295373,0.0002682
918127,0.000267833
448495,0.000267774
348396,0.00026761
431116,0.000267109
125343,0.000267031
515391,0.000267001
324771,0.000266891
865267,0.000266517
77279,0.000266515
2760437,0.000265827
647192,0.000265601
151066,0.000265551
2417235,0.000265388
563557,0.000265387
78427,0.000265305
224175,0.000265152
57621,0.000264933
71104,0.000264261
2966301,0.000263455
261036,0.000263442
441882,0.000263386
181960,0.000263385
69753,0.000263255
1435273,0.000262147
727025,0.000262147
403163,0.000262116
145559,0.000261874
903428,0.000261874
679464,0.000260903
834635,0.000260903
328513,0.0002607
99502,0.00026054
4013861,0.000260514
515320,0.000259801
629136,0.0002598
465446,0.0002598
1113860,0.000259772
753437,0.000259521
1396904,0.000259521
100618,0.00025623
1858061,0.00025623
363102,0.00025623
28110,0.00025623
777175,0.00025623
629307,0.00025623
1329210,0.00025623
353340,0.00025623
910047,0.00025623
4160775,0.00025623
33733,0.00025623
365031,0.00025623
2120164,0.00025623
Su,0.00025623
860533,0.00025623
1665726,0.00025623
744755,0.00025623
829501,0.00025623
877013,0.00025623
2473985,0.00025623
614801,0.00025623
35174,0.00025623
449783,0.00025623
545629,0.00025623
40552,0.00025623
1275277,0.00025623
523234,0.00025623
1986755,0.00025623
223803,0.00025623
772717,0.00025623
384322,0.00025623
696786,0.00025623
2542453,0.00025623
831287,0.00025623
935052,0.00025623
22453,0.00025623
457328,0.00025623
520453,0.00025623
628875,0.00025623
690709,0.00025623
672313,0.00025623
650537,0.00025623
1939319,0.00025623
907485,0.00025623
1823239,0.00025623
915548,0.00025623
291530,0.00025623
628178,0.00025623
2887285,0.00025623
339020,0.00025623
846681,0.00025623
774465,0.00025623
Mizuhashi,0.00025623
424141,0.00025623
890045,0.00025623
13501,0.00025623
684904,0.00025623
477913,0.00025623
2722124,0.00025623
534128,0.00025623
4026341,0.00025623
365702,0.00025623
754507,0.00025623
1613224,0.00025623
2639866,0.00025623
2138296,0.00025623
168937,0.00025623
113252,0.00025623
346232,0.00025623
